headline,Category,Snippet
,Twitter,"Jayaman Sharma, who described himself as a writer, shared a picture on the day of Gandhi Jayanti in which a line of Mahatma Gandhi was written and the photo of Arvind Kejriwal below�"
,Twitter,"A graphic is viral on social media. In the picture, some people are seen welcoming Narendra Modi by clapping. It is written below - �For 200 years�"
,Twitter,Twitter user @Sdtiwari while posting a video of a person talking with the media person claimed that this person is 'Shakeel Ahmed Ansari' who is Valsad of Gujarat�
,Twitter,"A video of Baba Ramdev is viral on social media. In the video, people are raising slogans against Ramdev. While sharing this, it is being said that Jodhpur�"
,Twitter,"BJP MP Rameshbhai Dhaduk, who is representing Porbandar Lok Sabha constituency in Gujarat, tweeted an infographic on 30 September. A highway glowing with street lights in Infographic�"
,Twitter,A video is being shared after Prime Minister Narendra Modi's visit to America. It is being said that the Indian Prime Minister ran away in America and drove away�
,Twitter,"Delhi BJP leader Tejinder Pal Singh Bagga tweeted a picture on 25 September 2021. In the picture, Rahul Gandhi is seen doing a press conference. While their�"
,Twitter,A video has been shared on social media in which some people have caught a person. The crowd also includes a woman who in the video�
,Twitter,"Last year, President Ram Nath Kovind approved three agricultural laws. A large section of farmers is constantly protesting against these laws. One of the law to become�"
,Twitter,"September 26 was the birthday of former Prime Minister Manmohan Singh. On this occasion, keeping him at the center, an attempt was made to show that his�"
,Twitter," Prime Minister Narendra Modi went on a 3 -day visit to America. Some old photos and videos were shared with misleading claims, stating related to his visit. During this,�"
,Twitter,"A video is being shared a lot on social media. This video has been recorded from the audience in a program. In the video, Prime Minister Modi on stage�"
,Twitter,A request has been received to find out the truth of a picture of Subhash Chandra Bose on the WhatsApp number (+91 76000 11160) of Alt News. Claimed with this picture�
,Twitter,"A picture is viral on social media. In the picture, Sonia Gandhi is sitting on a chair. And Manmohan Singh stands with him. Together, some other people are also there�"
,Twitter,"Sharing a black and white picture on social media, it is being claimed that RSS volunteers saluted the Queen of Britain. RSS in the photo�"
,Twitter," A picture is being shared on social media in which some people are sitting and talking. It is claimed that for the first time India, Israel, America, Russia and�"
,Twitter,It is being claimed on social media that Dalveer Bhandari has been elected as the Chief Justice of the International Court of Court (ICJ). PM Modi in users post�
,Twitter,"Two videos are being shared on social media, linking with the peasant movement. In the first video, some people vacate liquor bottles into a large drum�"
,Twitter," A 28 second video clip of Rahul Gandhi is being shared a lot on social media. In the video, Rahul Gandhi says - ""You must have seen, now Gandhiji�"
,Twitter," The video of Maratha rulers, Rashtriya Swayamsevak Sangh and a person commenting on Indian politics is viral. It is being claimed that he is the Chief Secretary of the Taliban�"
,Twitter," One video, a tweet and two pictures are being shared on social media. It is being claimed with them that the recent farmers in Muzaffarnagar�"
,Twitter,A picture of Tej Pratap Yadav is being shared a lot on social media. Tej Pratap Yadav is the elder son of former Bihar Chief Minister Lalu Prasad Yadav and Bihar Assembly�
,Twitter,"BJP members and supporters shared a picture of Maharashtra Tourism Minister Aditya Thackeray. A billboard is seen in the picture, which is written in '???? ????'. These greetings�"
,Twitter,"On 6 September, Twitter user Prema Laxminarayan posted a tweet thread. In this tweet, it has been told that the Prime Minister posted an IAS officer posted in Tripura night�"
,Twitter,"A 15 second video is viral on social media. In the video, some people wearing clothes -like clothes were shouting violent slogans. This video share�"
,Twitter,A video of a journalist surrounded by farmers in Muzaffarnagar is being shared on social media while addressing his cameraperson. It is being claimed that�
,Twitter,Farmer leader and Bharatiya Kisan Union (BKU) spokesman Rakesh Tikait on Sunday gave thousands of farmers gathered in Muzaffarnagar for 'Kisan Mahapanchayat' against the agricultural laws of the Center�
,Twitter,"On August 28, Alt News Co-Founder Mohammad Zubair tweeted a part of Facebook Live of Yati Narasimhanand Saraswati, the chief priest of Dasna Devi temple in Ghaziabad. Zubair�"
,Twitter,"On August 27, The Guardian said in a report that after the Taliban captured Afghanistan, a large number of people from Afghanistan to Pakistan�"
,Twitter," On August 7, Neeraj Chopra won the gold medal by throwing a spear at a distance of 87.58 meters at the Tokyo Olympics. Neeraj Chopra winning the gold medal at the age of 23,�"
,Twitter,An alleged tweet till date is being shared a lot on social media. To know the truth of this tweet on WhatsApp number and mobile application of Alt News�
,Twitter,"On the occasion of Janmashtami, some Twitter users tweeted a video of the festival. The video claimed that the Janmashtami festival held at Lal Chowk in Srinagar�"
,Twitter,"On August 19, during an event in Ujjain, the Madhya Pradesh Police has allegedly raised slogans of 'Pakistan Zindabad', the National Security Act (NSA) against 4 people�"
,Twitter," On August 28, farmer protesters were lathi -charged in Karnal district of Haryana. During this time, a farmer was also killed. Share pictures of this lathicharge�"
,Twitter,A video is being shared as a recent threat of Pakistani Taliban in which an armed person threatened to threaten Prime Minister Narendra Modi against India�
,Twitter," A few days ago, in Lucknow, the capital of Uttar Pradesh, a woman beat up a cab driver on the middle road. Both cab driver and woman after the incident�"
,Twitter,"During an event in Ujjain, there was a matter of raising slogans of 'Pakistan Zindabad'. Some videos related to this were shared on social media�"
,Twitter,"Newsroom post shared a video. In the video, a person is alleging that Noor Alam and Wasir, who have been running Tanga for 20 years, on that leg�"
,Twitter,"A video is viral on social media. In the video, a woman is seen quarreling with a person and hitting her with slippers. Claimed�"
,Twitter,"A picture is viral on social media. A tower is seen in the picture, under which there is a fire and smoke is coming out. One was a demolition by making fun�"
,Twitter,BJP spokesperson Shalabh Mani Tripathi posted a 30 -second video in which a Muslim person can be seen threatening Prime Minister Narendra Modi. video�
,Twitter,Many social media users have shared a picture of former Bangladesh Prime Minister Khalida Zia with this alleged statement- �I am released in Bangladesh for Hindus and Buddhists�
,Twitter,"Social media users are sharing a video. In the video, armed people are seen shooting people on the streets and holding them hostage. Of this video�"
,Twitter,"While sharing a picture, all the editor of Lalantop, Abhishek Kumar claimed that this picture is being done at Afghanistan Airport. (Archive Link) #Afghanistan Airport�"
,Twitter,Some BJP supporters Facebook page has shared a screenshot on social media comparing 2 tweets. A tweet of NDTV is seen in this screenshot�.
,Twitter," Twitter user @Sangeetsagar13 shared a picture and wrote, �Afghanistan Air Force lady pilot Safiya Faroese was beaten to death today. (Archive link to tweet)�"
,Twitter,Some pictures of Afghanistan are being shared on social media. Let us know that these pictures have been shared in the context of the return of the Taliban in Afghanistan�.
,Twitter,"A video of Ary News has surfaced on social media after the Taliban captured Afghanistan. In this, Pakistani commentator Zaid Hameed should be heard saying this�"
,Twitter,A video is going viral by telling PM Modi threatening PM Modi. Twitter user @itsmebonggirl shared this video and wrote that Taliban PM�
,Twitter,"A video is quite viral on social media. In the video, a person can be seen lying on the wing of the plane. It is claimed that the Taliban on Afghanistan�"
,Twitter,A video of some men shooting a woman is being shared on social media with the claim that this incident is from Afghanistan. these�
